query_id,applicant_id,feature_name,intervention_value
q00048,2f402372-2111-d1b6-724b-cef9f8c5f6e4,stated_time_in_business,4.2301873017230065
q00049,2f402372-2111-d1b6-724b-cef9f8c5f6e4,observed_cash_balance_p10,3186.9157785106036
q00050,2f402372-2111-d1b6-724b-cef9f8c5f6e4,account_age_days,2765.0
q00051,6e0629b0-1e4e-616a-f692-984508aec3d4,recent_inquiries_count_6mo,5.0
q00052,6e0629b0-1e4e-616a-f692-984508aec3d4,stated_time_in_business,3.953816904476562
q00053,6e0629b0-1e4e-616a-f692-984508aec3d4,application_channel,0.0
q00054,14b4f7af-1280-a8a0-32c5-86f763101835,existing_debt_obligations,8504.728568150156
q00055,14b4f7af-1280-a8a0-32c5-86f763101835,observed_revenue_volatility,1.174288365495983
q00056,14b4f7af-1280-a8a0-32c5-86f763101835,multi_lender_inquiry_count_30d,5.0
q00057,aed2553d-3cb5-1aee-5821-f8b52dfc37fc,stated_time_in_business,2.9794380748208926
q00058,aed2553d-3cb5-1aee-5821-f8b52dfc37fc,stated_time_in_business,4.514329473861401
q00059,aed2553d-3cb5-1aee-5821-f8b52dfc37fc,stated_time_in_business,4.22603626779921
q00060,0c4bf379-d4e7-c5f0-cef2-186f1fcc9315,aggregate_credit_utilization,0.28692921889489365
q00061,0c4bf379-d4e7-c5f0-cef2-186f1fcc9315,employee_count_bucket,3.0
q00062,0c4bf379-d4e7-c5f0-cef2-186f1fcc9315,stated_annual_revenue,1362234.0752358586
q00063,6af601d4-a16b-881d-04c2-34084784e58d,payroll_regularity_score,0.31845166264360636
q00064,6af601d4-a16b-881d-04c2-34084784e58d,days_since_last_inquiry_elsewhere,9.518259374940866
q00065,6af601d4-a16b-881d-04c2-34084784e58d,observed_overdraft_count_3mo,5.0
q00066,677e051c-6014-8831-920e-69b6fdd18ce8,observed_revenue_trend_3mo,-0.3800733867184434
q00067,677e051c-6014-8831-920e-69b6fdd18ce8,observed_revenue_volatility,1.0546485015387228
q00068,677e051c-6014-8831-920e-69b6fdd18ce8,multi_lender_inquiry_count_30d,5.0
q00069,1a95b053-60a2-9773-4760-a66b8a8dc0ce,owner_personal_credit_band,1.0
q00070,1a95b053-60a2-9773-4760-a66b8a8dc0ce,observed_overdraft_count_3mo,2.0
q00071,1a95b053-60a2-9773-4760-a66b8a8dc0ce,owner_personal_credit_band,1.0
q00072,b7592cf3-e95e-970e-c8a6-2468b0f4257a,days_since_last_inquiry_elsewhere,18.278466477138632
q00073,b7592cf3-e95e-970e-c8a6-2468b0f4257a,aggregate_credit_utilization,0.344645296077256
q00074,b7592cf3-e95e-970e-c8a6-2468b0f4257a,existing_debt_obligations,13732.147074278899
q00075,f73dfbf6-6b8e-7dc0-baf3-78c59415ace1,days_since_last_inquiry_elsewhere,26.063905583933156
q00076,f73dfbf6-6b8e-7dc0-baf3-78c59415ace1,observed_monthly_revenue_avg_3mo,268238.7281492223
q00077,f73dfbf6-6b8e-7dc0-baf3-78c59415ace1,requested_amount,22983.720527759084
q00078,bbbf9d61-b994-1aa7-9bdb-684681d5b2c6,observed_monthly_revenue_avg_3mo,250068.06488721148
q00079,bbbf9d61-b994-1aa7-9bdb-684681d5b2c6,stated_annual_revenue,1996561.8922971892
q00080,bbbf9d61-b994-1aa7-9bdb-684681d5b2c6,geography_region,3.0
q00081,07add88f-8a79-7047-4e43-47d54c140a28,multi_lender_inquiry_count_30d,4.0
q00082,07add88f-8a79-7047-4e43-47d54c140a28,stated_annual_revenue,1364186.260010575
q00083,07add88f-8a79-7047-4e43-47d54c140a28,stated_time_in_business,4.048440448009787
q00084,aad2f065-f198-c292-2ca8-2232303fc598,observed_revenue_volatility,1.4109968792718484
q00085,aad2f065-f198-c292-2ca8-2232303fc598,application_channel,1.0
q00086,aad2f065-f198-c292-2ca8-2232303fc598,bookkeeping_recency_days,18.057610978056893
q00087,e25e8765-202e-e7a4-4e40-338f90e97950,multi_lender_inquiry_count_30d,2.0
q00088,e25e8765-202e-e7a4-4e40-338f90e97950,observed_cash_balance_p10,3032.907138183934
q00089,e25e8765-202e-e7a4-4e40-338f90e97950,aggregate_credit_utilization,0.33127367424363907
q00090,cdb49308-58f3-5848-9987-7cfabb01026f,observed_cash_balance_p10,1800.0030392608458
q00091,cdb49308-58f3-5848-9987-7cfabb01026f,aggregate_credit_utilization,0.4416964440183937
q00092,cdb49308-58f3-5848-9987-7cfabb01026f,prior_loans_default_count,2.0
q00093,d35fb7d9-d14b-2712-fa47-31c822e7d9d9,bookkeeping_recency_days,33.124057737036665
q00094,d35fb7d9-d14b-2712-fa47-31c822e7d9d9,aggregate_credit_utilization,0.49213161268037103
q00095,d35fb7d9-d14b-2712-fa47-31c822e7d9d9,has_linked_bank_feed,1.0
q00096,b99d6dc3-cc77-1d33-4d64-f872b91ff9e5,stated_time_in_business,3.052717259572016
q00097,b99d6dc3-cc77-1d33-4d64-f872b91ff9e5,stated_annual_revenue,4179460.150864997
q00098,b99d6dc3-cc77-1d33-4d64-f872b91ff9e5,prior_loans_default_count,2.0
q00099,72873a98-b9ad-dd95-b0e0-708c507ce22a,application_channel,0.0
q00100,72873a98-b9ad-dd95-b0e0-708c507ce22a,multi_lender_inquiry_count_30d,1.0
q00101,72873a98-b9ad-dd95-b0e0-708c507ce22a,observed_monthly_revenue_avg_3mo,277703.03905645583
q00102,0a04ee8a-2204-2daf-fc44-9aea857b7aad,platform_active_months,19.0
q00103,0a04ee8a-2204-2daf-fc44-9aea857b7aad,observed_cash_balance_p10,-98.01559692690364
q00104,0a04ee8a-2204-2daf-fc44-9aea857b7aad,account_age_days,1999.0
q00105,4db79ed8-56c0-a87f-741a-6cf17150caa0,observed_cash_balance_p10,-3316.724032106368
q00106,4db79ed8-56c0-a87f-741a-6cf17150caa0,recent_inquiries_count_6mo,6.0
q00107,4db79ed8-56c0-a87f-741a-6cf17150caa0,sector,2.0
q00108,58a759e1-b7a1-9889-3c95-5ec427ba139f,recent_inquiries_count_6mo,5.0
q00109,58a759e1-b7a1-9889-3c95-5ec427ba139f,employee_count_bucket,1.0
q00110,58a759e1-b7a1-9889-3c95-5ec427ba139f,platform_active_months,1.0
q00111,71f23c04-9b5b-1e2e-260a-018906003cbf,stated_time_in_business,4.507995062450913
q00112,71f23c04-9b5b-1e2e-260a-018906003cbf,owner_personal_credit_band,0.0
q00113,71f23c04-9b5b-1e2e-260a-018906003cbf,requested_amount,28612.27572279056
q00114,cbd5b68c-3033-8e6b-db65-a1ec58f616d7,geography_region,1.0
q00115,cbd5b68c-3033-8e6b-db65-a1ec58f616d7,existing_debt_obligations,7700.3306015711005
q00116,cbd5b68c-3033-8e6b-db65-a1ec58f616d7,stated_time_in_business,5.143534514181613
q00117,47d64a35-19aa-742f-a2c5-9e3b9213e08c,geography_region,0.0
q00118,47d64a35-19aa-742f-a2c5-9e3b9213e08c,observed_revenue_volatility,0.8303386678591889
q00119,47d64a35-19aa-742f-a2c5-9e3b9213e08c,application_channel,0.0
q00120,2216e935-ea26-af7a-6ffd-bf28a3d08589,multi_lender_inquiry_count_30d,2.0
q00121,2216e935-ea26-af7a-6ffd-bf28a3d08589,observed_revenue_trend_3mo,0.42652955939297094
q00122,2216e935-ea26-af7a-6ffd-bf28a3d08589,stated_time_in_business,2.809993522893963
q00123,4ca8ec33-469d-679c-7a82-7552cb70beaa,aggregate_credit_utilization,0.3522342723068631
q00124,4ca8ec33-469d-679c-7a82-7552cb70beaa,intended_use_of_funds,1.0
q00125,4ca8ec33-469d-679c-7a82-7552cb70beaa,observed_revenue_volatility,0.8699231912050633
q00126,bcd8ba78-df01-19fd-f9bd-b0989f7d871e,stated_time_in_business,4.622654407957549
q00127,bcd8ba78-df01-19fd-f9bd-b0989f7d871e,has_linked_bank_feed,1.0
q00128,bcd8ba78-df01-19fd-f9bd-b0989f7d871e,observed_overdraft_count_3mo,6.0
q00129,755fcc33-a4ed-a27a-8d4b-a4441ba11c9b,observed_cash_balance_p10,-2345.2136874688995
q00130,755fcc33-a4ed-a27a-8d4b-a4441ba11c9b,stated_time_in_business,5.041177817190861
q00131,755fcc33-a4ed-a27a-8d4b-a4441ba11c9b,recent_inquiries_count_6mo,4.0
q00132,b139d5a3-335a-62c2-ad6d-fd24215365d8,account_age_days,1056.0
q00133,b139d5a3-335a-62c2-ad6d-fd24215365d8,payroll_regularity_score,0.4968202427826862
q00134,b139d5a3-335a-62c2-ad6d-fd24215365d8,requested_amount,21571.046995684897
q00135,90bc0271-6bf7-ce07-ba8d-1064a4718efa,multi_lender_inquiry_count_30d,1.0
q00136,90bc0271-6bf7-ce07-ba8d-1064a4718efa,aggregate_credit_utilization,0.6341865312781033
q00137,90bc0271-6bf7-ce07-ba8d-1064a4718efa,recent_inquiries_count_6mo,1.0
q00138,b030f7e3-06f1-10cf-c117-faa33b2acb52,application_channel,2.0
q00139,b030f7e3-06f1-10cf-c117-faa33b2acb52,prior_loans_default_count,1.0
q00140,b030f7e3-06f1-10cf-c117-faa33b2acb52,observed_revenue_volatility,1.1230470212907717
q00141,e32b7f2b-de5b-d563-9451-65ada11448ae,invoice_payment_delinquency_rate,0.13643327444626455
q00142,e32b7f2b-de5b-d563-9451-65ada11448ae,owner_personal_credit_band,2.0
q00143,e32b7f2b-de5b-d563-9451-65ada11448ae,multi_lender_inquiry_count_30d,5.0
q00144,9761a1f8-f797-931b-892f-ee850ded935f,days_since_last_inquiry_elsewhere,10.029707135350119
q00145,9761a1f8-f797-931b-892f-ee850ded935f,requested_amount,26670.87894568541
q00146,9761a1f8-f797-931b-892f-ee850ded935f,observed_monthly_revenue_avg_3mo,108131.9610405543
q00147,f20c41b6-8fb5-ab4e-987b-079516879291,stated_annual_revenue,2650073.93252289
q00148,f20c41b6-8fb5-ab4e-987b-079516879291,prior_loans_default_count,2.0
q00149,f20c41b6-8fb5-ab4e-987b-079516879291,observed_cash_balance_p10,871.2335289170247
q00150,2408c3a0-a3bb-248b-7f49-9514e356cd7e,observed_overdraft_count_3mo,6.0
q00151,2408c3a0-a3bb-248b-7f49-9514e356cd7e,observed_revenue_trend_3mo,-0.7796005390572692
q00152,2408c3a0-a3bb-248b-7f49-9514e356cd7e,observed_cash_balance_p10,4103.929832965782
q00153,507d18c7-08f4-44b4-927b-7dfbca50253c,recent_inquiries_count_6mo,4.0
q00154,507d18c7-08f4-44b4-927b-7dfbca50253c,recent_inquiries_count_6mo,4.0
q00155,507d18c7-08f4-44b4-927b-7dfbca50253c,aggregate_credit_utilization,0.6452475248205272
q00156,48c9ff3c-48b2-2324-9a70-6613f786d694,sector,1.0
q00157,48c9ff3c-48b2-2324-9a70-6613f786d694,observed_revenue_trend_3mo,0.04183426966006829
q00158,48c9ff3c-48b2-2324-9a70-6613f786d694,intended_use_of_funds,2.0
q00159,4ae56ef9-2a08-52f8-477f-27b82e93c10e,bookkeeping_recency_days,18.92780203805835
q00160,4ae56ef9-2a08-52f8-477f-27b82e93c10e,observed_revenue_volatility,0.7090954522280659
q00161,4ae56ef9-2a08-52f8-477f-27b82e93c10e,application_channel,0.0
q00162,0c3ed855-0b69-f875-39dd-5550effe747c,existing_debt_obligations,10229.226525364134
q00163,0c3ed855-0b69-f875-39dd-5550effe747c,aggregate_credit_utilization,0.29135973912845103
q00164,0c3ed855-0b69-f875-39dd-5550effe747c,stated_time_in_business,4.754947999661194
q00165,311e8771-67b1-3a95-93a4-d6e574d35fd5,days_since_last_inquiry_elsewhere,93.10503309665188
q00166,311e8771-67b1-3a95-93a4-d6e574d35fd5,observed_revenue_volatility,0.7819442766164892
q00167,311e8771-67b1-3a95-93a4-d6e574d35fd5,existing_debt_obligations,5137.565785036415
q00168,92813b11-a697-51d4-18e2-37dba2cc31f4,aggregate_credit_utilization,0.3536897707499933
q00169,92813b11-a697-51d4-18e2-37dba2cc31f4,vintage_years,6.8336443973523835
q00170,92813b11-a697-51d4-18e2-37dba2cc31f4,prior_loans_count,2.0
q00171,40bc6c9d-2ca1-d477-c4f3-5e4b391dee79,observed_revenue_volatility,0.6626449451212321
q00172,40bc6c9d-2ca1-d477-c4f3-5e4b391dee79,invoice_payment_delinquency_rate,0.1900727939155417
q00173,40bc6c9d-2ca1-d477-c4f3-5e4b391dee79,observed_revenue_trend_3mo,0.9435563177584859
q00174,46a48a60-46cb-a1f3-08c3-11a18307b7b5,observed_monthly_revenue_avg_3mo,122130.40586882169
q00175,46a48a60-46cb-a1f3-08c3-11a18307b7b5,observed_revenue_volatility,0.70852373503168
q00176,46a48a60-46cb-a1f3-08c3-11a18307b7b5,days_since_last_inquiry_elsewhere,23.621994796726767
q00177,64a055b8-610a-4f59-9a03-1f5a35c7b3c2,owner_personal_credit_band,4.0
q00178,64a055b8-610a-4f59-9a03-1f5a35c7b3c2,invoice_payment_delinquency_rate,0.37089908728212373
q00179,64a055b8-610a-4f59-9a03-1f5a35c7b3c2,owner_personal_credit_band,0.0
q00180,c81ddf3d-593f-c5ea-5cec-cf26193407ed,account_age_days,368.0
q00181,c81ddf3d-593f-c5ea-5cec-cf26193407ed,multi_lender_inquiry_count_30d,3.0
q00182,c81ddf3d-593f-c5ea-5cec-cf26193407ed,observed_revenue_volatility,1.21668797718313
q00183,36be5aaf-04bc-7885-c6d3-29254ff3d8b2,application_channel,0.0
q00184,36be5aaf-04bc-7885-c6d3-29254ff3d8b2,days_since_last_inquiry_elsewhere,46.06265505974249
q00185,36be5aaf-04bc-7885-c6d3-29254ff3d8b2,observed_monthly_revenue_avg_3mo,132482.79037300058
q00186,0206cd2a-b367-741a-7dbf-ff6a34b4c1ae,stated_time_in_business,5.323226873276401
q00187,0206cd2a-b367-741a-7dbf-ff6a34b4c1ae,existing_debt_obligations,6299.582033928758
q00188,0206cd2a-b367-741a-7dbf-ff6a34b4c1ae,requested_amount,23388.63567866921
q00189,776a5438-8764-44fc-92a1-1b12afc2932d,observed_monthly_revenue_avg_3mo,267727.07754138735
q00190,776a5438-8764-44fc-92a1-1b12afc2932d,stated_time_in_business,2.1633110082200164
q00191,776a5438-8764-44fc-92a1-1b12afc2932d,vintage_years,4.599508932396062
q00192,5b8b1b9d-c82a-b4b2-792d-0fa50faf9f88,observed_overdraft_count_3mo,1.0
q00193,5b8b1b9d-c82a-b4b2-792d-0fa50faf9f88,invoice_payment_delinquency_rate,0.19227525512234664
q00194,5b8b1b9d-c82a-b4b2-792d-0fa50faf9f88,account_age_days,3527.0
q00195,d46b33d1-6673-852f-1a64-0a707b411a71,requested_amount,24476.840073601044
q00196,d46b33d1-6673-852f-1a64-0a707b411a71,invoice_payment_delinquency_rate,0.34880194367625467
q00197,d46b33d1-6673-852f-1a64-0a707b411a71,stated_time_in_business,4.363461085929298
q00198,33f9864f-a464-faff-45df-ec27c2248c46,observed_revenue_volatility,1.5404880442759417
q00199,33f9864f-a464-faff-45df-ec27c2248c46,multi_lender_inquiry_count_30d,4.0
q00200,33f9864f-a464-faff-45df-ec27c2248c46,account_age_days,2871.0
q00201,be13ed49-fb28-5944-d36d-59761210bcf5,stated_time_in_business,6.959681424898362
q00202,be13ed49-fb28-5944-d36d-59761210bcf5,recent_inquiries_count_6mo,2.0
q00203,be13ed49-fb28-5944-d36d-59761210bcf5,intended_use_of_funds,2.0
q00204,9564b52b-122c-7548-6b88-c7e1a0a15cea,employee_count_bucket,3.0
q00205,9564b52b-122c-7548-6b88-c7e1a0a15cea,stated_time_in_business,6.314250414065117
q00206,9564b52b-122c-7548-6b88-c7e1a0a15cea,owner_personal_credit_band,1.0
q00207,67bc1c75-3790-91e8-7481-c70a2e3c6c3d,observed_overdraft_count_3mo,2.0
q00208,67bc1c75-3790-91e8-7481-c70a2e3c6c3d,stated_annual_revenue,2189270.417384631
q00209,67bc1c75-3790-91e8-7481-c70a2e3c6c3d,account_age_days,2308.0
q00210,3c083eb2-4dfb-91ee-c2b5-872308478b9c,existing_debt_obligations,7486.221155820507
q00211,3c083eb2-4dfb-91ee-c2b5-872308478b9c,aggregate_credit_utilization,0.5337424468320462
q00212,3c083eb2-4dfb-91ee-c2b5-872308478b9c,sector,2.0
q00213,56ef02c5-fcd3-310e-e14c-c00b0443eaad,existing_debt_obligations,7061.007318385673
q00214,56ef02c5-fcd3-310e-e14c-c00b0443eaad,owner_personal_credit_band,1.0
q00215,56ef02c5-fcd3-310e-e14c-c00b0443eaad,aggregate_credit_utilization,0.4926826585903652
q00216,c5e50753-59fa-6703-7175-deaee5e23b95,observed_revenue_trend_3mo,-0.15768036345516837
q00217,c5e50753-59fa-6703-7175-deaee5e23b95,observed_overdraft_count_3mo,6.0
q00218,c5e50753-59fa-6703-7175-deaee5e23b95,observed_cash_balance_p10,-1179.1770025188368
q00219,f3debca8-e2bc-59a2-25e0-49e9577cbf14,stated_time_in_business,11.373413947400254
q00220,f3debca8-e2bc-59a2-25e0-49e9577cbf14,observed_revenue_trend_3mo,1.080022930188857
q00221,f3debca8-e2bc-59a2-25e0-49e9577cbf14,invoice_payment_delinquency_rate,0.12772194274556853
q00222,7776087d-747f-4c5c-96ad-dc5103039341,observed_cash_balance_p10,-1888.6269172899567
q00223,7776087d-747f-4c5c-96ad-dc5103039341,payroll_regularity_score,0.6161296049506682
q00224,7776087d-747f-4c5c-96ad-dc5103039341,has_linked_bank_feed,1.0
q00225,88500662-5b88-6866-d017-e5113eeb4b3d,stated_annual_revenue,2072465.3173264086
q00226,88500662-5b88-6866-d017-e5113eeb4b3d,requested_amount,21793.182650486022
q00227,88500662-5b88-6866-d017-e5113eeb4b3d,observed_overdraft_count_3mo,2.0
q00228,88a90c63-5492-d61a-e88b-cf24bb88ef25,observed_cash_balance_p10,-521.0639758004876
q00229,88a90c63-5492-d61a-e88b-cf24bb88ef25,aggregate_credit_utilization,0.43449006867168505
q00230,88a90c63-5492-d61a-e88b-cf24bb88ef25,aggregate_credit_utilization,0.5388435684528934
q00231,86fcc0b8-bd08-9265-5d39-c414cbd0e222,requested_amount,24971.251357637113
q00232,86fcc0b8-bd08-9265-5d39-c414cbd0e222,owner_personal_credit_band,2.0
q00233,86fcc0b8-bd08-9265-5d39-c414cbd0e222,observed_cash_balance_p10,-302.53939278077286
q00234,e7db3391-ef87-d99a-1374-5d030936a510,existing_debt_obligations,5188.038937398611
q00235,e7db3391-ef87-d99a-1374-5d030936a510,vintage_years,9.239088921397176
q00236,e7db3391-ef87-d99a-1374-5d030936a510,stated_time_in_business,2.4299786937321266
q00237,c0ffab60-2738-1513-304e-12911460a235,requested_amount,21638.486466002203
q00238,c0ffab60-2738-1513-304e-12911460a235,observed_revenue_trend_3mo,-0.5468573994243153
q00239,c0ffab60-2738-1513-304e-12911460a235,owner_personal_credit_band,0.0
q00240,38d37642-626b-b6c2-23da-4db0734a4c4a,multi_lender_inquiry_count_30d,1.0
q00241,38d37642-626b-b6c2-23da-4db0734a4c4a,stated_time_in_business,7.9484528317325704
q00242,38d37642-626b-b6c2-23da-4db0734a4c4a,owner_personal_credit_band,1.0
q00243,5af7a461-f595-df0d-1d38-467e2535baee,observed_revenue_trend_3mo,-0.36080353255241737
q00244,5af7a461-f595-df0d-1d38-467e2535baee,owner_personal_credit_band,2.0
q00245,5af7a461-f595-df0d-1d38-467e2535baee,observed_overdraft_count_3mo,1.0
q00246,80080bd7-272c-92a6-22e5-ef65be5a5a57,application_channel,1.0
q00247,80080bd7-272c-92a6-22e5-ef65be5a5a57,days_since_last_external_decline,74.88247827986089
q00248,80080bd7-272c-92a6-22e5-ef65be5a5a57,aggregate_credit_utilization,0.6703821878995344
q00249,ec4c5d2a-dcee-d7ca-4c1e-a84e7432a2c5,observed_monthly_revenue_avg_3mo,196780.09070372535
q00250,ec4c5d2a-dcee-d7ca-4c1e-a84e7432a2c5,existing_debt_obligations,8095.009634813058
q00251,ec4c5d2a-dcee-d7ca-4c1e-a84e7432a2c5,existing_debt_obligations,6934.102127004474
q00252,1bbed6f4-7b9c-9ca8-3afe-5cabec10152c,observed_cash_balance_p10,-1656.3415259201174
q00253,1bbed6f4-7b9c-9ca8-3afe-5cabec10152c,observed_revenue_trend_3mo,0.8248771241088948
q00254,1bbed6f4-7b9c-9ca8-3afe-5cabec10152c,recent_inquiries_count_6mo,6.0
q00255,1c0e75c0-1f38-656a-ab69-2c30c0804fc4,observed_revenue_trend_3mo,0.852875890343256
q00256,1c0e75c0-1f38-656a-ab69-2c30c0804fc4,platform_active_months,4.0
q00257,1c0e75c0-1f38-656a-ab69-2c30c0804fc4,recent_inquiries_count_6mo,1.0
q00258,d3fc48a5-46c0-488b-7e55-b5b24a2263a6,observed_monthly_revenue_avg_3mo,106212.16125354919
q00259,d3fc48a5-46c0-488b-7e55-b5b24a2263a6,observed_revenue_trend_3mo,0.0822592618568617
q00260,d3fc48a5-46c0-488b-7e55-b5b24a2263a6,intended_use_of_funds,3.0
q00261,acefda66-be55-cef9-df63-40a158c11a41,existing_debt_obligations,6252.710700648196
q00262,acefda66-be55-cef9-df63-40a158c11a41,stated_time_in_business,3.7092218589914348
q00263,acefda66-be55-cef9-df63-40a158c11a41,existing_debt_obligations,6200.59349227736
q00264,ce6ef1fa-ee27-c866-ef6f-0e250af31699,observed_revenue_volatility,1.8459258713007198
q00265,ce6ef1fa-ee27-c866-ef6f-0e250af31699,invoice_payment_delinquency_rate,0.4145433837812768
q00266,ce6ef1fa-ee27-c866-ef6f-0e250af31699,owner_personal_credit_band,4.0
q00267,4d51e90b-2511-862e-7ac0-8e516be9be09,existing_debt_obligations,6848.849809368083
q00268,4d51e90b-2511-862e-7ac0-8e516be9be09,invoice_payment_delinquency_rate,0.338294099557953
q00269,4d51e90b-2511-862e-7ac0-8e516be9be09,application_channel,2.0
q00270,eee6e6fc-a8d2-479b-c2cb-a28948955895,platform_active_months,10.0
q00271,eee6e6fc-a8d2-479b-c2cb-a28948955895,observed_revenue_volatility,0.6114597070983228
q00272,eee6e6fc-a8d2-479b-c2cb-a28948955895,sector,0.0
q00273,a7e453cb-2441-a73e-0b66-0d0202e1e68c,multi_lender_inquiry_count_30d,2.0
q00274,a7e453cb-2441-a73e-0b66-0d0202e1e68c,application_channel,2.0
q00275,a7e453cb-2441-a73e-0b66-0d0202e1e68c,employee_count_bucket,3.0
q00276,f5d5f348-fb20-abb5-97c5-1de3b8747aa5,stated_time_in_business,7.633077844961642
q00277,f5d5f348-fb20-abb5-97c5-1de3b8747aa5,requested_amount,20920.55160272679
q00278,f5d5f348-fb20-abb5-97c5-1de3b8747aa5,bookkeeping_recency_days,13.084716649846534
q00279,cf4f9ae9-2650-6357-7c9c-2f9b3ad00a7c,observed_revenue_volatility,0.7390648889882384
q00280,cf4f9ae9-2650-6357-7c9c-2f9b3ad00a7c,stated_time_in_business,2.543982431996276
q00281,cf4f9ae9-2650-6357-7c9c-2f9b3ad00a7c,prior_loans_default_count,1.0
q00282,3e757d79-4725-b4d8-9736-806eb8c61414,observed_overdraft_count_3mo,3.0
q00283,3e757d79-4725-b4d8-9736-806eb8c61414,owner_personal_credit_band,4.0
q00284,3e757d79-4725-b4d8-9736-806eb8c61414,observed_revenue_trend_3mo,0.9615981710106096
